ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Hnrnpc	heterogeneous nuclear ribonucleoprotein C(Hnrnpc)	Mus musculus	NA	NA	GO:0000398~mRNA splicing, via spliceosome,GO:0001649~osteoblast differentiation,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0043044~ATP-dependent chromatin remodeling,GO:0070935~3'-UTR-mediated mRNA stabilization,GO:0090367~negative regulation of mRNA modification,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005697~telomerase holoenzyme complex,GO:0005829~cytosol,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0043234~protein complex,GO:0045120~pronucleus,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,GO:1990826~nucleoplasmic periphery of the nuclear pore complex,	GO:0000166~nucleotide binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0004857~enzyme inhibitor activity,GO:0008266~poly(U) RNA binding,GO:0019904~protein domain specific binding,GO:0031492~nucleosomal DNA binding,GO:0042802~identical protein binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0070034~telomerase RNA binding,GO:1990247~N6-methyladenosine-containing RNA binding,GO:1990827~deaminase binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR017347:Heterogeneous nuclear ribonucleoprotein C, Raly,	mmu03040:Spliceosome,	PIRSF037992:heterogeneous nuclear ribonucleoprotein C, Raly type,	SM00360:RRM,	Acetylation,Alternative splicing,Coiled coil,Complete proteome,Direct protein sequencing,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoproteins C1/C2,compositionally biased region:Asp/Glu-rich (acidic),cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:RRM,modified residue,sequence conflict,short sequence motif:Nuclear localization signal,splice variant,
Hnrnpd	heterogeneous nuclear ribonucleoprotein D(Hnrnpd)	Mus musculus	NA	NA	GO:0001889~liver development,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0010628~positive regulation of gene expression,GO:0010629~negative regulation of gene expression,GO:0021549~cerebellum development,GO:0042752~regulation of circadian rhythm,GO:0043488~regulation of mRNA stability,GO:0045727~positive regulation of translation,GO:0048255~mRNA stabilization,GO:0048511~rhythmic process,GO:0051592~response to calcium ion,GO:0051602~response to electrical stimulus,GO:0061158~3'-UTR-mediated mRNA destabilization,GO:0071230~cellular response to amino acid stimulus,GO:0071392~cellular response to estradiol stimulus,GO:0071732~cellular response to nitric oxide,GO:0097167~circadian regulation of translation,GO:1901355~response to rapamycin,GO:1904383~response to sodium phosphate,GO:1904586~cellular response to putrescine,GO:1990828~hepatocyte dedifferentiation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003680~AT DNA binding,GO:0003682~chromatin binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0008134~transcription factor binding,GO:0035925~mRNA 3'-UTR AU-rich region binding,GO:0042162~telomeric DNA binding,GO:0042826~histone deacetylase binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012956:CARG-binding factor, N-terminal,	NA	NA	SM00360:RRM,	Acetylation,Alternative splicing,Biological rhythms,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Transcription,Transcription regulation,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein D0,domain:RRM 1,domain:RRM 2,modified residue,sequence conflict,splice variant,
Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like(Hnrnpdl)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0016071~mRNA metabolic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	Acetylation,Activator,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,Transcription,Transcription regulation,	chain:Heterogeneous nuclear ribonucleoprotein D-like,compositionally biased region:Gly-rich,compositionally biased region:Poly-Gln,compositionally biased region:Tyr-rich,domain:RRM 1,domain:RRM 2,modified residue,region of interest:Necessary for interaction with TNPO1,
Hnrnpf	heterogeneous nuclear ribonucleoprotein F(Hnrnpf)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0043484~regulation of RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003727~single-stranded RNA binding,GO:0008134~transcription factor binding,GO:0017025~TBP-class protein binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012996:Zinc finger, CHHC-type,	NA	NA	SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein F,chain:Heterogeneous nuclear ribonucleoprotein F, N-terminally processed,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:RRM 1,domain:RRM 2,domain:RRM 3,helix,modified residue,sequence conflict,site:Required for RNA recognition,splice variant,strand,turn,
Hnrnph1	heterogeneous nuclear ribonucleoprotein H1(Hnrnph1)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0043484~regulation of RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012996:Zinc finger, CHHC-type,	NA	NA	SM00360:RRM,	Acetylation,Complete proteome,Direct protein sequencing,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein H,chain:Heterogeneous nuclear ribonucleoprotein H, N-terminally processed,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,region of interest:2 X 16 AA Gly-rich approximate repeats,region of interest:2 X 19 AA perfect repeats,repeat:1-1,repeat:1-2,repeat:2-1,repeat:2-2,
Hnrnph2	heterogeneous nuclear ribonucleoprotein H2(Hnrnph2)	Mus musculus	NA	NA	NA	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012996:Zinc finger, CHHC-type,	NA	NA	SM00360:RRM,	Acetylation,Complete proteome,Methylation,Nucleus,Phosphoprotein,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,	chain:Heterogeneous nuclear ribonucleoprotein H2,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,region of interest:2 X 16 AA Gly-rich approximate repeats,region of interest:2 X 19 AA perfect repeats,repeat:1-1,repeat:1-2,repeat:2-1,repeat:2-2,
Hnrnpk	heterogeneous nuclear ribonucleoprotein K(Hnrnpk)	Mus musculus	NA	NA	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001541~ovarian follicle development,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006396~RNA processing,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0010629~negative regulation of gene expression,GO:0010976~positive regulation of neuron projection development,GO:0010988~regulation of low-density lipoprotein particle clearance,GO:0021987~cerebral cortex development,GO:0032091~negative regulation of protein binding,GO:0032869~cellular response to insulin stimulus,GO:0033120~positive regulation of RNA splicing,GO:0043066~negative regulation of apoptotic process,GO:0045716~positive regulation of low-density lipoprotein particle receptor biosynthetic process,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0048260~positive regulation of receptor-mediated endocytosis,GO:0050806~positive regulation of synaptic transmission,GO:0060999~positive regulation of dendritic spine development,GO:0072369~regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter,GO:0090129~positive regulation of synapse maturation,GO:1900273~positive regulation of long-term synaptic potentiation,GO:1902165~regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:1903861~positive regulation of dendrite extension,GO:1904322~cellular response to forskolin,GO:2000010~positive regulation of protein localization to cell surface,GO:2000173~negative regulation of branching morphogenesis of a nerve,	GO:0000790~nuclear chromatin,GO:0002102~podosome,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,GO:0005925~focal adhesion,GO:0005938~cell cortex,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030054~cell junction,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0032993~protein-DNA complex,GO:0042995~cell projection,GO:0043197~dendritic spine,GO:0043679~axon terminus,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001159~core promoter proximal region DNA binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003690~double-stranded DNA binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0005521~lamin binding,GO:0008134~transcription factor binding,GO:0019904~protein domain specific binding,GO:0030628~pre-mRNA 3'-splice site binding,GO:0031072~heat shock protein binding,GO:0042805~actinin binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0051117~ATPase binding,GO:0098641~cadherin binding involved in cell-cell adhesion,GO:1990715~mRNA CDS binding,GO:1990829~C-rich single-stranded DNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR009019:K homology domain, prokaryotic type,IPR012987:ROK, N-terminal,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,mmu05203:Viral carcinogenesis,mmu05206:MicroRNAs in cancer,	NA	SM00322:KH,	Acetylation,Activator,Alternative splicing,Cell junction,Cell projection,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Glycoprotein,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,Ribonucleoprotein,RNA-binding,Spliceosome,Transcription,Transcription regulation,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein K,compositionally biased region:Poly-Pro,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),domain:KH 1,domain:KH 2,domain:KH 3,modified residue,region of interest:2 X 22 AA approximate repeats,region of interest:2 X 6 AA approximate repeats,region of interest:5 X 4 AA repeats of G-X-G-G,region of interest:Interaction with ZIK1,region of interest:RNA-binding RGG-box,repeat:1-1,repeat:1-2,repeat:2-1,repeat:2-2,repeat:3-1,repeat:3-2,repeat:3-3,repeat:3-4,repeat:3-5,sequence conflict,splice variant,
Hnrnpl	heterogeneous nuclear ribonucleoprotein L(Hnrnpl)	Mus musculus	NA	NA	GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0034198~cellular response to amino acid starvation,GO:0045727~positive regulation of translation,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:1902416~positive regulation of mRNA binding,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0035770~ribonucleoprotein granule,GO:0045120~pronucleus,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0044212~transcription regulatory region DNA binding,GO:0044822~poly(A) RNA binding,GO:0097157~pre-mRNA intronic binding,GO:1990715~mRNA CDS binding,	IPR000504:RNA recognition motif domain,IPR006536:HnRNP-L/PTB/hephaestus splicing factor,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	3D-structure,Acetylation,Complete proteome,Cytoplasm,Direct protein sequencing,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein L,compositionally biased region:Gly-rich,compositionally biased region:Pro-rich,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,sequence conflict,
Hnrnpll	heterogeneous nuclear ribonucleoprotein L-like(Hnrnpll)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0033120~positive regulation of RNA splicing,	GO:0005634~nucleus,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR006536:HnRNP-L/PTB/hephaestus splicing factor,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	3D-structure,Alternative splicing,Complete proteome,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,	chain:Heterogeneous nuclear ribonucleoprotein L-like,chain:Phospholipid hydroperoxide glutathione peroxidase, mitochondrial,chain:Phospholipid hydroperoxide glutathione peroxidase, nuclear,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ser,domain:RRM 1,domain:RRM 2,domain:RRM 3,helix,mutagenesis site,sequence conflict,splice variant,strand,transit peptide:Mitochondrion,turn,
Hnrnpm	heterogeneous nuclear ribonucleoprotein M(Hnrnpm)	Mus musculus	NA	NA	GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:1900182~positive regulation of protein localization to nucleus,GO:1904591~positive regulation of protein import,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0009986~cell surface,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0042382~paraspeckles,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0019904~protein domain specific binding,GO:0044822~poly(A) RNA binding,GO:0048306~calcium-dependent protein binding,GO:1990405~protein antigen binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR024666:Heterogeneous nuclear ribonucleoprotein M, PY nuclear localisation signal,IPR024667:Heterogeneous nuclear ribonucleoprotein M,	mmu03040:Spliceosome,	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein M,compositionally biased region:Poly-Gly,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,region of interest:27 X 6 AA repeats of [GEVSTPAN]-[ILMV]- [DE]-[RH]-[MLVI]-[GAV],repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,splice variant,
Hnrnpu	heterogeneous nuclear ribonucleoprotein U(Hnrnpu)	Mus musculus	NA	NA	GO:0001649~osteoblast differentiation,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0010628~positive regulation of gene expression,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0032922~circadian regulation of gene expression,GO:0048511~rhythmic process,GO:0055013~cardiac muscle cell development,GO:0070934~CRD-mediated mRNA stabilization,GO:0071549~cellular response to dexamethasone stimulus,GO:2000373~positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005697~telomerase holoenzyme complex,GO:0005737~cytoplasm,GO:0009986~cell surface,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0070937~CRD-mediated mRNA stability complex,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0001047~core promoter binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0034046~poly(G) binding,GO:0035326~enhancer binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0070034~telomerase RNA binding,	IPR001870:B30.2/SPRY domain,IPR003034:SAP domain,IPR003877:SPla/RYanodine receptor SPRY,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR026745:Heterogeneous nuclear ribonucleoprotein U,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	mmu03040:Spliceosome,	NA	SM00449:SPRY,SM00513:SAP,	Acetylation,ATP-binding,Biological rhythms,Citrullination,Coiled coil,Complete proteome,Cytoplasm,DNA-binding,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleotide-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein U,compositionally biased region:Asp/Glu-rich (acidic),compositionally biased region:Gly-rich,domain:B30.2/SPRY,domain:SAP,modified residue,nucleotide phosphate-binding region:ATP,region of interest:RNA-binding RGG-box,
